koi_score,koi_fwm_stat_sig,koi_srho_err2,koi_dor_err2,koi_dor_err1,koi_incl,koi_prad_err1,koi_count,koi_dor,koi_dikco_mdec_err,koi_period_err1,koi_period_err2,koi_dikco_mra_err,koi_prad_err2,koi_dikco_msky_err,koi_max_sngle_ev,koi_prad,koi_dicco_mdec_err,koi_model_snr,koi_dicco_mra_err,koi_disposition
0.987,0.115,-0.49174,-0.435,0.435,90.0,0.54,1,116.123,0.23,0.0005467,-0.0005467,0.13,-0.53,0.2,20.61069,3.43,0.17,57.2,0.14,CONFIRMED
0.999,0.0,-0.00031,-0.0633,0.0633,89.53,2.61,2,7.9079,0.067,2.62e-07,-2.62e-07,0.067,-3.92,0.067,93.92894,16.91,0.067,1429.9,0.067,CONFIRMED
1.0,0.263,-0.08223,-30.6,30.6,89.32,1.4,1,69.9,0.099,0.0003938,-0.0003938,0.11,-0.75,0.11,14.9798765,3.94,0.18,45.6,0.11,CONFIRMED
0.0,0.002,-0.13624,-13.8,13.8,87.38,5.56,2,27.7,0.11,4.131e-05,-4.131e-05,0.11,-2.98,0.12,10.771274,30.0,0.11,47.6,0.099,FALSE POSITIVE
0.998,0.0,-0.15615,-2.0,2.0,88.67,1.06,1,26.83,0.069,1.574e-06,-1.574e-06,0.069,-0.71,0.069,100.10436,7.94,0.069,707.3,0.068,CONFIRMED
1.0,0.153,-0.20858,-2.8,2.8,84.15,0.07,1,6.29,0.23,1.148e-05,-1.148e-05,0.16,-0.09,0.21,6.230808,1.75,0.23,48.0,0.16,CONFIRMED
1.0,0.001,-0.4643,-6.2,6.2,89.4,0.07,2,29.84,0.17,5.098e-05,-5.098e-05,0.13,-0.15,0.14,5.8266616,2.18,0.17,39.0,0.12,CONFIRMED
0.99,0.01,-1.17026,-2.8,2.8,89.57,0.04,2,21.61,0.49,4.686e-05,-4.686e-05,0.66,-0.1,0.51,3.6963294,1.35,0.46,18.3,0.65,CONFIRMED
1.0,0.333,-0.27413,-22.1,22.1,89.02,0.93,1,49.2,0.15,0.0003187,-0.0003187,0.12,-0.31,0.12,8.166053,3.54,0.15,35.0,0.11,CONFIRMED
1.0,0.003,-0.42631,-4.0,4.0,87.58,0.35,2,13.19,0.21,3.092e-05,-3.092e-05,0.16,-0.39,0.2,6.7650046,2.17,0.21,38.2,0.15,CONFIRMED
1.0,0.148,-0.34559,-2.7,2.7,86.74,0.09,2,7.22,0.16,3.168e-06,-3.168e-06,0.17,-0.04,0.18,4.212235,0.91,0.16,40.9,0.17,CONFIRMED
1.0,0.001,-0.18051,-13.6,13.6,88.0,0.15,1,27.4,0.41,9.207e-05,-9.207e-05,0.55,-0.1,0.51,7.8203287,2.31,0.44,36.4,0.63,CANDIDATE
0.0,0.0,-0.02707,-0.394,0.394,89.12,13.93,1,69.995,0.067,3.441e-06,-3.441e-06,0.068,-4.67,0.068,668.3399,45.18,0.067,2145.1,0.067,FALSE POSITIVE
1.0,0.573,-0.68595,-1.8,1.8,88.29,0.08,1,8.35,0.62,6.272e-06,-6.272e-06,0.76,-0.03,0.67,4.0974927,0.6,0.61,24.6,0.6,CANDIDATE
1.0,0.524,-1.32777,-3.4,3.4,88.78,0.31,1,11.65,0.16,4.428e-06,-4.428e-06,0.25,-0.11,0.25,4.7997804,1.27,0.16,33.3,0.27,CONFIRMED
1.0,0.0,-0.00546,-4.0,4.0,87.6,1.37,1,10.86,0.069,3.166e-06,-3.166e-06,0.07,-1.37,0.069,40.004295,7.79,0.068,373.0,0.069,CONFIRMED
1.0,0.072,-1.44946,-6.8,6.8,87.11,0.06,2,14.16,0.42,3.623e-05,-3.623e-05,0.26,-0.07,0.28,3.6537616,1.05,0.43,14.8,0.28,CONFIRMED
0.979,0.0,-12.24071,-64.4,64.4,89.74,2.21,3,159.1,0.13,0.0004304,-0.0004304,0.1,-0.66,0.12,11.729464,4.28,0.11,20.2,0.098,CONFIRMED
1.0,0.093,-9.82758,-16.3,16.3,89.54,1.17,3,41.3,0.16,4.308e-05,-4.308e-05,0.15,-0.35,0.17,4.060325,2.26,0.16,15.2,0.16,CANDIDATE
1.0,0.013,-0.81563,-6.1,6.1,88.14,0.18,4,15.11,0.13,3.937e-05,-3.937e-05,0.13,-0.13,0.13,4.229696,1.69,0.099,28.5,0.14,CONFIRMED
1.0,0.009,-0.91132,-1.7,1.7,89.98,0.15,2,31.53,0.13,2.728e-05,-2.728e-05,0.099,-0.12,0.14,7.2477627,2.22,0.11,51.8,0.11,CONFIRMED
1.0,,-1.56991,-26.5,26.5,89.75,0.19,4,61.9,0.14,0.0002294,-0.0002294,0.099,-0.16,0.12,14.466879,2.6,0.15,56.8,0.14,CONFIRMED
0.95,,-0.46561,-3.9,3.9,88.5,0.09,4,12.76,0.35,1.366e-05,-1.366e-05,0.18,-0.07,0.18,4.6369677,1.15,0.33,25.9,0.17,CONFIRMED
0.85,,0.0,,,89.62,0.09,4,48.562056,0.75,,,0.39,-0.06,0.75,5.0435963,1.1,0.76,11.6,0.39,CONFIRMED
0.98,,-2.48512,-18.4,18.4,88.6,0.15,4,37.7,0.47,3.917e-05,-3.917e-05,0.58,-0.12,0.53,5.220983,1.97,0.48,17.1,0.56,CONFIRMED
1.0,0.006,-0.522,-3.0,3.0,88.47,0.37,1,12.41,0.25,6.658e-06,-6.658e-06,0.17,-0.1,0.21,4.669016,1.29,0.27,40.8,0.19,CONFIRMED
1.0,0.006,-0.00095,-1.9,1.9,83.69,0.35,1,4.32,0.18,1.129e-05,-1.129e-05,0.14,-0.96,0.13,5.4748645,7.1,0.18,90.6,0.12,CONFIRMED
1.0,0.124,-2.13782,-5.4,5.4,89.58,0.16,3,28.53,0.12,3.053e-05,-3.053e-05,0.13,-0.16,0.13,5.942323,1.87,0.12,21.8,0.13,CONFIRMED
1.0,0.0,-2.76044,-7.2,7.2,89.75,0.17,3,47.36,0.12,8.997e-05,-8.997e-05,0.16,-0.18,0.16,5.7942677,2.04,0.12,20.3,0.16,CONFIRMED
0.243,0.056,-6.77891,-16.3,16.3,89.84,0.15,3,91.2,0.31,0.0002547,-0.0002547,0.21,-0.16,0.24,4.215617,1.84,0.29,11.8,0.2,CONFIRMED
0.938,0.205,-0.2242,-22.1,22.1,88.9,1.09,1,46.6,0.16,0.0002146,-0.0002146,0.13,-0.43,0.13,9.845912,3.17,0.16,38.5,0.12,CONFIRMED
1.0,0.018,-0.24171,-2.3,2.3,78.17,0.09,1,4.73,0.12,9.04e-06,-9.04e-06,0.19,-0.06,0.2,4.086675,1.57,0.13,35.1,0.2,CONFIRMED
1.0,0.0,-0.02251,-5.7,5.7,85.49,0.9,1,11.72,0.17,2.418e-05,-2.418e-05,0.12,-0.38,0.13,5.5275297,3.15,0.16,39.9,0.12,CONFIRMED
1.0,0.473,-0.28048,-8.2,8.2,87.56,0.5,1,16.85,0.15,7.639e-05,-7.639e-05,0.18,-0.29,0.16,5.261613,3.26,0.12,34.0,0.16,CONFIRMED
1.0,0.01,-0.09227,-15.8,15.8,89.5,0.72,2,55.1,0.49,6.964e-05,-6.964e-05,0.21,-0.31,0.49,5.4889083,2.57,0.43,26.9,0.2,CONFIRMED
0.899,0.472,-1.31094,-6.6,6.6,89.97,0.81,2,138.52,0.33,0.001114,-0.001114,0.33,-0.35,0.33,9.962754,2.89,0.31,23.3,0.32,CONFIRMED
1.0,0.455,-0.67767,-7.5,7.5,88.14,0.19,4,18.4,0.42,6.151e-05,-6.151e-05,0.2,-0.15,0.38,4.273036,1.88,0.4,30.0,0.2,CONFIRMED
0.889,0.704,-0.33444,-9.0,9.0,87.39,0.15,4,18.24,0.42,0.0002149,-0.0002149,0.46,-0.1,0.45,2.9240737,1.39,0.43,11.4,0.45,CONFIRMED
0.998,0.161,-0.16126,-13.7,13.7,88.74,0.13,4,27.3,0.39,0.0003992,-0.0003992,0.27,-0.09,0.33,3.4347491,1.19,0.35,9.9,0.26,CONFIRMED
0.951,0.004,-0.97808,-1.5,1.5,89.65,0.2,2,16.52,0.46,1.767e-05,-1.767e-05,0.53,-0.08,0.53,4.9888926,1.48,0.47,26.1,0.48,CONFIRMED
1.0,0.001,-1.05872,-15.2,15.2,88.19,0.41,1,30.5,0.25,4.526e-05,-4.526e-05,0.18,-0.34,0.2,6.7585225,3.09,0.25,27.1,0.18,CONFIRMED
1.0,0.009,-0.10031,-6.1,6.1,86.99,0.34,3,13.9,0.1,6.76e-06,-6.76e-06,0.097,-0.25,0.1,6.951318,3.0,0.1,42.5,0.12,CONFIRMED
0.974,0.675,-0.00623,-9.1,9.1,87.01,0.35,3,18.29,0.21,5.548e-05,-5.548e-05,0.11,-0.27,0.17,5.3509207,3.18,0.2,17.4,0.11,CONFIRMED
0.999,0.008,-3.14103,-24.8,24.8,89.39,0.3,3,65.2,0.23,0.0002511,-0.0002511,0.23,-0.21,0.27,5.5755596,2.62,0.25,16.2,0.23,CONFIRMED
0.0,0.0,-0.01571,-3.5,3.5,85.03,0.4,2,7.85,0.075,7.252e-05,-7.252e-05,0.076,-0.6,0.075,4.9553237,2.6,0.075,25.9,0.073,FALSE POSITIVE
1.0,0.19,-1.41451,-5.3,5.3,85.88,0.15,3,10.77,0.096,7.316e-06,-7.316e-06,0.11,-0.15,0.11,5.540941,1.74,0.14,33.9,0.11,CONFIRMED
1.0,0.0,-0.00432,-0.0361,0.0361,89.63,2.45,1,6.9812,0.069,1.332e-06,-1.332e-06,0.069,-3.0,0.069,47.406998,13.08,0.068,653.4,0.067,CONFIRMED
1.0,0.918,-0.05507,-4.4,4.4,84.0,0.27,1,8.8,0.22,1.408e-05,-1.408e-05,0.2,-0.28,0.21,4.935562,1.87,0.23,41.2,0.2,CONFIRMED
0.975,0.0,-0.12261,-8.3,8.3,86.86,0.94,2,16.87,0.19,6.983e-05,-6.983e-05,0.22,-0.62,0.2,6.1218104,2.81,0.18,35.3,0.22,CONFIRMED
1.0,0.923,-1.85921,-0.491,0.491,89.94,0.09,1,18.865,0.12,1.159e-05,-1.159e-05,0.13,-0.12,0.13,4.6612425,1.15,0.11,36.4,0.13,CONFIRMED
0.956,0.0,-0.85284,-4.5,4.5,89.99,0.54,1,97.18,0.2,0.0004328,-0.0004328,0.25,-0.82,0.27,9.007189,3.56,0.21,36.6,0.22,CONFIRMED
1.0,0.028,-1.24277,-2.5,2.5,89.99,0.27,1,39.98,0.13,9.041e-05,-9.041e-05,0.17,-0.14,0.17,6.374764,2.26,0.11,26.8,0.17,CONFIRMED
0.991,0.08,-3.3759,-13.8,13.8,89.06,0.47,2,39.9,0.23,4.413e-05,-4.413e-05,0.25,-0.64,0.28,6.64514,2.88,0.26,39.8,0.27,CANDIDATE
1.0,0.225,-2.63165,-3.3,3.3,89.3,0.12,1,16.65,0.13,6.233e-06,-6.233e-06,0.13,-0.13,0.13,5.5215316,1.49,0.13,30.3,0.12,CONFIRMED
0.0,0.0,-0.03975,-0.577,0.577,76.77,2.08,1,3.991,0.069,1.392e-06,-1.392e-06,0.07,-3.14,0.071,85.65387,10.3,0.071,102.2,0.091,FALSE POSITIVE
1.0,0.0,-0.17755,-0.534,0.534,85.26,1.16,1,10.942,0.071,3.55e-07,-3.55e-07,0.072,-0.33,0.074,39.35819,9.06,0.071,448.2,0.071,CONFIRMED
0.994,0.599,-0.88392,-25.2,25.2,89.32,4.46,1,62.8,0.13,0.0002866,-0.0002866,0.12,-8.91,0.13,11.3987055,17.8,0.19,30.0,0.22,CANDIDATE
1.0,0.0,-0.28373,-0.0196,0.0196,89.56,0.75,2,7.5197,0.074,4.83e-07,-4.83e-07,0.07,-0.32,0.073,27.22816,3.55,0.073,423.7,0.068,CONFIRMED
0.983,0.0,-0.2725,-4.6,4.6,89.96,0.58,1,70.6,0.21,0.000425,-0.000425,0.21,-0.64,0.21,9.026488,3.55,0.29,35.6,0.22,CONFIRMED
1.0,0.001,-0.0036,-8.6,8.6,88.93,0.5,1,27.61,0.13,5.948e-05,-5.948e-05,0.11,-0.22,0.14,5.9767494,3.4,0.14,40.8,0.13,CONFIRMED
1.0,0.771,-0.04199,-4.8,4.8,85.82,0.13,3,10.82,0.24,1.349e-05,-1.349e-05,0.19,-0.18,0.18,5.4740853,2.01,0.22,32.1,0.14,CONFIRMED
1.0,0.226,-0.55033,-5.4,5.4,88.6,0.09,3,15.71,0.15,7.038e-06,-7.038e-06,0.14,-0.07,0.15,6.5903087,1.38,0.14,49.8,0.15,CONFIRMED
1.0,0.0,-0.94848,-0.272,0.272,89.97,0.08,3,8.578,0.13,2.61e-06,-2.61e-06,0.082,-0.06,0.13,6.2117267,1.25,0.12,59.7,0.083,CONFIRMED
1.0,0.0,-4.74696,-8.4,8.4,88.43,0.09,3,23.7,0.24,1.438e-05,-1.438e-05,0.14,-0.06,0.23,4.33808,1.31,0.22,29.7,0.16,CONFIRMED
1.0,0.042,-0.41689,-15.5,15.5,88.63,0.22,2,34.2,0.23,0.0001203,-0.0001203,0.13,-0.07,0.23,10.137758,2.37,0.22,38.9,0.14,CONFIRMED
1.0,0.0,-1.58984,-14.9,14.9,88.32,0.09,1,30.8,0.14,0.0001396,-0.0001396,0.12,-0.15,0.13,9.909172,2.73,0.14,9.9,0.1,CONFIRMED
0.0,0.087,-4.97255,-107.0,107.0,89.66,1.41,1,215.0,0.14,0.0003045,-0.0003045,0.18,-2.16,0.17,11.64278,15.9,0.11,28.2,0.18,FALSE POSITIVE
0.984,0.259,-1.2894,-9.2,9.2,88.35,0.06,1,23.03,0.18,5.267e-05,-5.267e-05,0.23,-0.09,0.2,5.458994,1.3,0.18,24.9,0.23,CONFIRMED
1.0,0.0,-1.19411,-4.9,4.9,89.43,0.08,3,23.81,0.18,2.202e-05,-2.202e-05,0.12,-0.05,0.13,4.9048095,1.21,0.18,32.5,0.12,CONFIRMED
1.0,0.32,-5.67615,-16.1,16.1,88.34,0.76,1,32.3,0.12,7.906e-06,-7.906e-06,0.13,-0.3,0.14,6.6285152,3.61,0.13,42.6,0.14,CANDIDATE
1.0,0.27,-2.77545,-2.5,2.5,89.95,0.09,1,39.21,0.12,2.163e-05,-2.163e-05,0.12,-0.17,0.12,6.3078914,1.75,0.12,38.3,0.13,CONFIRMED
1.0,0.163,-5.55669,-30.4,30.4,89.96,0.28,1,225.2,0.19,0.000434,-0.000434,0.22,-0.2,0.19,9.468326,3.04,0.17,30.1,0.25,CONFIRMED
0.998,0.077,-0.35646,-0.865,0.865,89.92,0.73,1,15.332,0.22,2.636e-05,-2.636e-05,0.27,-0.24,0.27,5.073486,2.4,0.18,34.6,0.25,CONFIRMED
1.0,0.837,-1.22462,-0.592,0.592,89.94,0.11,1,28.683,0.14,3.197e-05,-3.197e-05,0.13,-0.2,0.14,5.64753,2.37,0.13,40.1,0.13,CONFIRMED
1.0,0.314,-0.304,-8.7,8.7,86.89,0.12,2,17.44,0.17,2.454e-05,-2.454e-05,0.13,-0.05,0.17,4.95761,1.69,0.18,22.3,0.14,CONFIRMED
1.0,0.289,-2.72715,-10.9,10.9,89.05,0.05,2,26.2,0.51,5.357e-05,-5.357e-05,0.43,-0.03,0.43,3.1523068,0.79,0.97,11.8,0.49,CONFIRMED
0.4,0.062,-1.02145,-15.3,15.3,89.38,0.1,3,41.8,0.96,0.0002461,-0.0002461,0.57,-0.13,0.86,4.049672,1.5,0.79,14.1,0.6,CONFIRMED
1.0,0.282,-0.01887,-0.283,0.283,89.24,0.57,1,11.503,0.4,0.0001281,-0.0001281,0.14,-0.86,0.39,8.416729,3.26,0.33,61.5,0.14,CONFIRMED
1.0,0.001,-0.11783,-3.8,3.8,83.97,0.27,1,7.98,0.23,2.049e-05,-2.049e-05,0.22,-0.09,0.26,4.6385717,1.59,0.23,29.0,0.21,CONFIRMED
1.0,0.002,-1.97291,-3.1,3.1,89.56,0.14,2,22.6,0.2,1.553e-05,-1.553e-05,0.16,-0.11,0.19,4.509111,2.12,0.19,29.0,0.16,CONFIRMED
1.0,0.004,-0.19569,-0.272,0.272,88.73,0.28,1,4.379,0.16,3.057e-06,-3.057e-06,0.15,-0.34,0.17,4.5790415,1.68,0.16,48.7,0.14,CONFIRMED
1.0,,-0.32917,-5.5,5.5,88.99,2.28,2,20.31,0.18,2.495e-05,-2.495e-05,0.18,-2.28,0.18,10.609532,3.93,0.16,40.0,0.19,CONFIRMED
1.0,0.002,-0.04808,-3.1,3.1,81.05,0.8,2,6.14,0.11,1.747e-05,-1.747e-05,0.11,-0.73,0.11,5.6518683,4.67,0.11,48.6,0.1,CONFIRMED
0.978,0.042,-0.60557,-36.9,36.9,89.5,0.18,1,87.7,0.25,0.0001,-0.0001,0.12,-0.09,0.25,11.228867,2.12,0.26,44.9,0.12,CONFIRMED
1.0,0.0,-3.17072,-18.1,18.1,88.95,0.82,1,37.5,0.13,6.239e-05,-6.239e-05,0.13,-0.45,0.13,8.058721,3.08,0.13,23.6,0.14,CONFIRMED
0.998,0.0,-0.11765,-1.0,1.0,88.13,0.88,1,17.37,0.069,8.05e-07,-8.05e-07,0.068,-1.34,0.069,103.31487,14.31,0.069,856.3,0.067,CONFIRMED
1.0,0.069,-0.12857,-8.4,8.4,88.9,0.07,2,26.94,0.13,3.528e-05,-3.528e-05,0.12,-0.06,0.13,6.710395,1.34,0.13,33.2,0.12,CONFIRMED
1.0,0.0,-0.06067,-1.8,1.8,87.33,3.52,1,7.24,0.068,3.581e-06,-3.581e-06,0.068,-1.17,0.068,41.05356,10.96,0.067,80.8,0.067,CONFIRMED
1.0,0.651,-0.51701,-17.1,17.1,89.51,0.05,2,44.0,0.54,0.0001763,-0.0001763,0.83,-0.06,0.83,4.35663,1.16,0.51,21.0,0.76,CONFIRMED
0.999,0.308,-0.49664,-0.534,0.534,89.97,0.23,3,23.597,0.24,3.687e-05,-3.687e-05,0.17,-0.21,0.22,6.2011385,1.49,0.24,41.7,0.17,CONFIRMED
1.0,0.057,-0.53628,-0.503,0.503,89.68,0.18,3,13.396,0.24,1.659e-05,-1.659e-05,0.2,-0.16,0.24,5.4906163,1.15,0.25,32.7,0.21,CONFIRMED
1.0,0.557,-0.52131,-7.4,7.4,86.75,1.03,2,15.57,0.17,1.051e-05,-1.051e-05,0.14,-0.34,0.18,4.906323,3.09,0.2,38.4,0.13,CONFIRMED
1.0,0.004,-0.86632,-19.5,19.5,88.74,1.12,2,40.0,0.18,6.821e-05,-6.821e-05,0.17,-0.37,0.17,6.0068283,3.37,0.16,28.6,0.2,CONFIRMED
0.998,0.022,-0.1558,-3.9,3.9,84.01,0.22,1,8.31,0.13,3.865e-06,-3.865e-06,0.2,-0.09,0.2,4.1509986,1.38,0.13,36.8,0.2,CONFIRMED
1.0,0.026,-0.05489,-30.9,30.9,89.24,0.28,1,65.4,0.17,0.0006807,-0.0006807,0.14,-0.16,0.15,10.315938,2.7,0.15,41.9,0.13,CONFIRMED
1.0,0.003,-2.13768,-3.2,3.2,89.55,0.61,1,18.6,0.13,2.174e-05,-2.174e-05,0.13,-0.2,0.13,4.517726,2.45,0.13,17.4,0.15,CONFIRMED
0.994,,-0.7268,-2.6,2.6,89.36,0.06,2,16.86,0.27,2.146e-05,-2.146e-05,0.27,-0.03,0.27,4.630854,0.79,0.27,26.8,0.28,CONFIRMED
1.0,0.0,-3.8014,-6.7,6.7,86.54,0.17,1,13.36,0.13,4.014e-06,-4.014e-06,0.13,-0.2,0.13,3.9563286,2.13,0.13,33.5,0.13,CONFIRMED
1.0,0.438,-0.20138,-14.7,14.7,88.39,0.93,1,31.2,0.15,0.0001512,-0.0001512,0.14,-0.29,0.14,6.970502,2.75,0.15,28.8,0.14,CONFIRMED
1.0,0.02,-0.08982,-0.059,0.059,89.75,1.37,2,10.5406,0.069,6.26e-07,-6.26e-07,0.069,-1.12,0.069,32.43251,6.62,0.073,480.7,0.068,CONFIRMED
1.0,0.075,-0.01709,-1.3,1.3,70.4,0.34,1,2.67,0.3,1.144e-05,-1.144e-05,0.16,-0.12,0.19,3.4554873,1.56,0.31,30.0,0.16,CONFIRMED
1.0,0.799,-0.03999,-4.9,4.9,85.09,0.09,2,10.07,0.19,5.587e-06,-5.587e-06,0.16,-0.12,0.19,5.51606,1.57,0.15,45.0,0.16,CONFIRMED
0.974,0.02,-0.96089,-6.9,6.9,86.26,0.05,2,13.99,0.75,3.92e-05,-3.92e-05,0.79,-0.07,0.66,3.693264,0.86,0.82,9.2,0.67,CANDIDATE
1.0,0.395,-0.15737,-2.2,2.2,79.56,2.57,2,4.74,0.17,2.276e-06,-2.276e-06,0.44,-2.34,0.46,4.657093,3.97,0.16,56.3,0.41,CONFIRMED
1.0,0.423,-0.61849,-5.7,5.7,85.01,6.94,2,11.53,0.15,4.738e-06,-4.738e-06,0.12,-6.3,0.16,5.601307,10.69,0.14,43.2,0.12,CONFIRMED
1.0,0.244,-0.95352,-0.648,0.648,89.99,0.47,1,47.326,0.2,6.691e-05,-6.691e-05,0.15,-0.39,0.18,9.713177,2.65,0.2,53.3,0.15,CONFIRMED
0.987,0.402,-1.708,-20.1,20.1,88.88,0.24,3,41.7,0.28,0.000102,-0.000102,0.24,-0.23,0.28,5.5788984,1.59,0.28,21.3,0.24,CONFIRMED
0.995,0.247,-0.88728,-16.8,16.8,89.07,0.11,2,41.8,0.22,0.0001132,-0.0001132,0.14,-0.2,0.22,7.297534,2.44,0.23,38.2,0.13,CONFIRMED
1.0,0.006,-0.20556,-5.6,5.6,85.36,0.77,1,11.38,0.15,1.184e-05,-1.184e-05,0.12,-0.26,0.15,5.088588,3.14,0.15,31.8,0.12,CONFIRMED
1.0,0.085,-0.12638,-3.4,3.4,82.78,0.15,1,7.0,0.21,1.361e-05,-1.361e-05,0.13,-0.12,0.21,5.672402,1.49,0.2,38.2,0.13,CONFIRMED
1.0,0.031,-2.13001,-12.9,12.9,89.07,2.25,1,36.1,0.1,7.549e-05,-7.549e-05,0.15,-2.25,0.12,7.3504725,4.41,0.11,26.2,0.16,CONFIRMED
0.0,0.0,-0.0938,-24.2,24.2,88.52,11.07,1,49.6,0.072,1.775e-05,-1.775e-05,0.069,-7.39,0.069,64.62452,41.62,0.071,273.0,0.069,FALSE POSITIVE
0.991,0.913,-0.15276,-8.1,8.1,86.73,0.91,1,16.5,0.23,8.064e-05,-8.064e-05,0.21,-0.28,0.23,6.3318763,2.67,0.22,31.5,0.22,CONFIRMED
1.0,0.079,-2.39052,-10.2,10.2,87.61,0.14,1,21.3,0.12,5.387e-06,-5.387e-06,0.21,-0.09,0.11,6.6662774,2.24,0.13,45.5,0.21,CONFIRMED
0.993,0.712,-1.50289,-67.1,67.1,89.66,0.24,2,135.1,0.21,0.0007802,-0.0007802,0.14,-0.17,0.14,10.977376,3.61,0.23,33.7,0.14,CONFIRMED
1.0,0.158,-0.01916,-1.4,1.4,78.54,1.91,1,3.68,0.088,9.1e-07,-9.1e-07,0.086,-1.91,0.093,4.7595024,3.21,0.086,57.8,0.088,CONFIRMED
0.862,0.695,-0.10608,-7.1,7.1,89.32,0.43,2,27.62,0.14,0.0001376,-0.0001376,0.19,-0.27,0.19,7.1706915,2.66,0.14,38.0,0.19,CONFIRMED
0.995,0.002,-0.34764,-4.6,4.6,88.59,0.24,2,16.47,0.31,0.000228,-0.000228,0.46,-0.14,0.45,4.2159834,1.45,0.31,14.1,0.46,CONFIRMED
1.0,0.0,-0.40428,-2.1,2.1,88.65,0.19,2,10.72,0.56,1.942e-05,-1.942e-05,0.68,-0.08,0.62,4.203215,0.88,0.56,21.6,0.68,CONFIRMED
1.0,0.305,-1.3575,-5.6,5.6,85.33,1.43,1,11.22,0.16,3.146e-05,-3.146e-05,0.18,-0.47,0.16,4.175575,4.31,0.16,7.7,0.17,CANDIDATE
0.978,0.006,-0.44671,-7.6,7.6,87.29,0.36,2,17.08,0.31,4.483e-05,-4.483e-05,0.26,-0.29,0.31,5.364537,1.99,0.35,32.7,0.24,CONFIRMED
0.999,0.0,-0.01549,-10.7,10.7,87.52,0.55,1,21.7,0.26,0.0002049,-0.0002049,0.15,-0.34,0.19,11.796135,3.33,0.25,47.6,0.15,CONFIRMED
1.0,0.015,-1.91284,-11.5,11.5,88.23,0.24,1,24.1,0.13,1.128e-05,-1.128e-05,0.11,-0.2,0.13,7.423082,2.94,0.13,46.1,0.12,CONFIRMED
1.0,0.003,-0.04852,-6.5,6.5,88.79,0.34,1,23.43,0.13,2.567e-05,-2.567e-05,0.14,-0.2,0.14,6.9801226,2.17,0.13,49.8,0.14,CONFIRMED
1.0,0.057,-0.2045,-5.3,5.3,88.32,0.67,1,16.87,0.12,8.123e-06,-8.123e-06,0.11,-0.23,0.12,5.920085,2.26,0.11,37.1,0.11,CONFIRMED
1.0,0.43,-0.40825,-1.8,1.8,89.92,0.52,1,24.7,0.2,8.038e-05,-8.038e-05,0.14,-0.51,0.14,5.981702,2.72,0.23,30.4,0.14,CONFIRMED
1.0,0.763,-0.02733,-3.6,3.6,86.26,0.48,2,9.85,0.16,1.896e-05,-1.896e-05,0.16,-0.77,0.17,5.451816,3.07,0.15,41.2,0.17,CONFIRMED
1.0,,-0.08727,-10.8,10.8,88.55,0.4,3,26.2,0.22,6.41e-05,-6.41e-05,0.16,-0.41,0.18,5.9633765,2.42,0.23,42.6,0.17,CONFIRMED
0.993,0.062,-0.01156,-0.257,0.257,89.91,1.91,2,38.189,0.071,2.381e-05,-2.381e-05,0.068,-1.9,0.07,91.49705,10.6,0.07,508.8,0.068,CONFIRMED
1.0,,-0.27675,-1.0,1.0,89.79,0.35,3,17.2,0.18,2.139e-05,-2.139e-05,0.17,-0.35,0.17,5.2048445,2.08,0.18,52.0,0.17,CONFIRMED
0.933,,-0.43104,-0.623,0.623,87.61,0.17,3,5.954,0.41,1.002e-05,-1.002e-05,0.32,-0.17,0.34,4.208786,1.01,0.36,20.2,0.32,CONFIRMED
0.861,0.787,-0.55344,-2.3,2.3,90.0,0.32,1,152.01,0.32,0.001461,-0.001461,0.39,-0.2,0.43,10.35031,2.28,0.36,34.7,0.34,CONFIRMED
1.0,0.548,-0.02165,-6.3,6.3,86.17,0.71,1,13.4,0.19,0.0001215,-0.0001215,0.14,-0.24,0.18,7.0413713,2.44,0.2,37.6,0.14,CONFIRMED
1.0,0.862,-0.00957,-4.7,4.7,86.06,0.41,3,10.75,0.3,6.108e-05,-6.108e-05,0.2,-0.68,0.29,5.885593,2.88,0.29,38.2,0.21,CONFIRMED
1.0,0.0,-0.89545,-1.7,1.7,89.93,0.11,2,25.09,0.15,3.175e-05,-3.175e-05,0.14,-0.11,0.14,5.9245596,1.67,0.16,37.6,0.14,CONFIRMED
1.0,0.0,-0.04729,-14.5,14.5,89.04,0.68,1,39.1,0.18,0.0001776,-0.0001776,0.19,-0.24,0.18,8.394553,2.45,0.17,35.5,0.19,CONFIRMED
0.983,0.037,-0.07526,-3.8,3.8,84.44,0.29,2,7.79,0.25,1.208e-05,-1.208e-05,0.24,-0.24,0.26,5.7404814,1.6,0.26,34.3,0.23,CONFIRMED
0.999,0.31,-0.55568,-1.5,1.5,89.38,0.39,4,18.79,0.16,2.382e-05,-2.382e-05,0.24,-0.43,0.2,5.497077,2.56,0.16,37.4,0.23,CONFIRMED
1.0,0.184,-0.74281,-3.4,3.4,89.99,0.59,1,61.13,0.28,0.0001483,-0.0001483,0.32,-0.19,0.23,8.180487,2.07,0.28,33.8,0.3,CONFIRMED
1.0,0.107,-1.52856,-4.2,4.2,89.37,0.06,1,20.87,0.18,1.691e-05,-1.691e-05,0.15,-0.07,0.18,4.6647468,1.12,0.16,28.5,0.14,CONFIRMED
1.0,0.0,-0.36312,-1.6,1.6,73.31,0.09,1,3.28,0.16,2.497e-06,-2.497e-06,0.17,-0.12,0.18,3.7324114,1.26,0.26,34.1,0.23,CONFIRMED
