koi_score,koi_fwm_stat_sig,koi_srho_err2,koi_dor_err2,koi_dor_err1,koi_incl,koi_prad_err1,koi_count,koi_dor,koi_dikco_mdec_err,koi_period_err1,koi_period_err2,koi_dikco_mra_err,koi_prad_err2,koi_dikco_msky_err,koi_max_sngle_ev,koi_prad,koi_dicco_mdec_err,koi_model_snr,koi_dicco_mra_err,koi_disposition
0.869,0.853,-0.72245,-1.6,1.6,81.91,0.2,1,3.53,0.89,1.071e-05,-1.071e-05,1.1,-0.39,1.1,3.3336442,1.09,0.98,8.6,1.1,CANDIDATE
0.0,0.413,-0.09258,-48.6,48.6,89.46,1.0,1,99.2,1.5,0.01451,-0.01451,1.4,-0.42,1.5,6.044841,4.4,1.5,15.9,1.4,FALSE POSITIVE
0.019,0.0,-77.87089,-309.0,309.0,89.98,1.19,1,914.0,0.1,0.00774,-0.00774,0.14,-0.4,0.13,5.283498,3.75,0.1,9.6,0.14,FALSE POSITIVE
0.034,,-30.44037,-34.7,34.7,89.85,0.35,1,123.2,0.5,0.000619,-0.000619,0.99,-0.11,0.64,3.6658404,1.22,0.51,6.8,1.0,FALSE POSITIVE
0.01,,-15.2024,-174.0,174.0,89.87,0.36,1,349.0,0.52,0.00349,-0.00349,0.63,-0.68,0.63,3.5136755,2.17,0.45,8.2,0.66,FALSE POSITIVE
0.0,0.153,0.0,,,89.72,1.43,1,131.986283,0.13,,,0.14,-3.1,0.13,6.6446185,4.67,0.13,8.4,0.14,FALSE POSITIVE
0.0,0.0,-0.79656,-11.9,11.9,88.62,0.08,1,29.8,0.24,0.0003588,-0.0003588,0.26,-0.17,0.32,9.485224,2.03,0.23,13.6,0.24,CONFIRMED
0.324,0.99,-1.89441,-88.6,88.6,89.99,0.65,1,253.7,,0.1096,-0.1096,,-0.43,,4.795005,2.15,,10.5,,CANDIDATE
0.074,0.002,-0.17691,-5.2,5.2,89.78,0.1,1,13.78,1.1,0.0003203,-0.0003203,0.86,-0.1,0.96,2.7160785,0.98,1.1,10.6,0.85,FALSE POSITIVE
0.0,0.0,-4.00073,-1.7,1.7,84.75,0.6,1,5.02,0.078,1.281e-06,-1.281e-06,0.088,-1.48,0.088,4.2406683,3.91,0.08,20.6,0.092,FALSE POSITIVE
0.0,0.0,-0.06016,-5.8,5.8,87.79,1.87,1,24.21,0.18,9.039e-05,-9.039e-05,0.23,-0.62,0.18,20.16573,5.88,0.18,44.8,0.21,FALSE POSITIVE
0.002,0.0,-35.65933,-22.6,22.6,89.62,0.28,1,51.1,0.11,5.862e-05,-5.862e-05,0.12,-0.2,0.11,3.2698889,1.1,0.11,9.2,0.12,FALSE POSITIVE
0.168,0.004,-0.24677,-0.6,0.6,71.43,0.22,1,1.751,0.26,2.601e-06,-2.601e-06,0.29,-0.86,0.28,5.711265,1.87,0.26,8.9,0.24,FALSE POSITIVE
0.007,0.0,-3.90933,-2.8,2.8,83.24,0.27,1,5.64,0.52,4.141e-06,-4.141e-06,0.33,-0.09,0.48,3.3211937,0.83,0.49,7.4,0.32,FALSE POSITIVE
0.0,0.862,-0.00047,-21.7,21.7,88.75,8.93,1,43.9,0.83,0.005393,-0.005393,0.22,-13.39,0.85,6.8211384,51.64,0.86,15.7,0.21,FALSE POSITIVE
0.0,0.0,0.0,,,88.18,0.32,1,19.706945,0.21,,,0.31,-0.1,0.25,4.651017,1.13,0.21,4.7,0.31,FALSE POSITIVE
0.216,0.016,-38.33907,-341.0,341.0,89.94,0.34,1,691.0,0.51,0.008911,-0.008911,1.9,-0.2,1.8,5.8177896,2.25,0.49,7.8,1.7,CANDIDATE
0.141,0.09,-0.12101,-55.2,55.2,89.73,0.53,1,135.8,0.25,0.04704,-0.04704,0.33,-0.63,0.25,6.5879683,2.41,0.26,17.0,0.35,FALSE POSITIVE
0.037,0.204,0.0,,,89.99,0.53,1,238.32073,0.15,,,0.17,-0.2,0.16,7.6440244,1.68,0.81,5.0,0.76,FALSE POSITIVE
0.0,0.002,-0.00386,-35.2,35.2,89.46,0.91,1,81.9,,0.006986,-0.006986,,-0.5,,8.262103,3.57,,21.3,,FALSE POSITIVE
0.325,0.016,-0.2651,-51.5,51.5,89.53,1.6,1,108.4,0.21,0.003977,-0.003977,0.29,-4.8,0.26,4.199704,25.39,0.2,16.8,0.26,CANDIDATE
0.789,0.001,-2.87036,-52.0,52.0,89.94,0.49,1,115.1,0.69,0.002634,-0.002634,0.4,-0.16,0.69,3.7947938,1.87,0.72,8.4,0.46,CANDIDATE
0.989,0.123,-0.07234,-3.8,3.8,87.88,0.64,1,12.0,0.61,0.000216,-0.000216,0.82,-1.05,0.56,2.9203577,3.32,0.65,12.4,0.89,CANDIDATE
0.126,0.007,-1.12382,-81.5,81.5,89.78,0.56,1,169.0,3.2,0.01585,-0.01585,1.3,-0.18,3.4,6.6144624,1.84,2.7,8.7,1.3,CANDIDATE
0.0,0.872,-0.0282,-0.305,0.305,88.55,27.79,1,3.487,,0.001828,-0.001828,,-38.2,,4.5192842,117.25,,16.6,,FALSE POSITIVE
0.0,0.563,-0.01133,-0.288,0.288,12.91,5.01,1,1.127,0.55,1.47e-06,-1.47e-06,0.32,-2.14,0.58,3.250615,16.81,0.59,77.7,0.27,FALSE POSITIVE
0.088,0.011,-0.22162,-2.0,2.0,89.99,0.88,1,80.92,0.42,0.00357,-0.00357,0.24,-4.69,0.31,3.7294955,15.34,0.46,17.0,0.28,FALSE POSITIVE
0.0,0.0,-2.08969,-0.799,0.799,89.62,0.23,1,8.114,1.0,2.491e-05,-2.491e-05,1.3,-0.26,1.4,3.496879,1.0,1.1,9.7,1.4,FALSE POSITIVE
0.017,0.335,-0.74793,-116.0,116.0,90.0,0.34,1,236.0,0.84,0.02447,-0.02447,0.69,-0.51,0.7,6.3833685,1.63,0.92,8.7,0.68,FALSE POSITIVE
0.0,,0.0,,,45.47,14.42,1,1.477361,0.13,,,0.1,-5.75,0.14,30.396736,46.59,0.38,384.6,0.7,FALSE POSITIVE
0.057,0.243,0.0,,,89.99,0.77,1,536.215768,1.1,,,1.2,-1.14,1.7,6.708699,3.53,1.2,3.1,1.2,FALSE POSITIVE
0.0,0.071,-0.0165,-26.8,26.8,89.04,0.58,1,54.5,2.1,0.02004,-0.02004,3.2,-0.25,3.6,7.554606,2.11,1.7,13.7,3.2,FALSE POSITIVE
0.0,0.39,-0.33906,-82.8,82.8,89.92,0.62,1,168.1,,0.03763,-0.03763,,-0.55,,6.371701,2.19,,10.3,,FALSE POSITIVE
0.157,,-81.34779,-188.0,188.0,89.96,2.3,1,508.0,0.23,0.001613,-0.001613,0.34,-8.64,0.34,6.155832,32.31,0.22,9.8,0.38,FALSE POSITIVE
0.493,0.0,-0.00919,-0.175,0.175,22.91,8.74,1,1.384,0.068,5.97e-07,-5.97e-07,0.068,-3.73,0.068,26.851173,34.7,0.068,251.4,0.068,FALSE POSITIVE
0.0,,-0.32602,-15.5,15.5,89.86,0.18,1,160.6,1.1,0.03129,-0.03129,1.0,-0.12,1.2,8.747722,2.5,0.95,12.3,0.88,FALSE POSITIVE
0.0,0.484,-0.36814,-62.1,62.1,90.0,0.33,1,162.9,3.0,0.01714,-0.01714,0.55,-0.19,3.0,7.9506497,2.5,3.2,16.4,0.75,FALSE POSITIVE
0.003,,-0.54008,-86.7,86.7,89.55,11.21,2,177.4,0.63,0.01144,-0.01144,1.4,-3.76,1.1,6.706191,40.48,0.78,8.5,1.6,FALSE POSITIVE
0.0,,-0.26808,-60.5,60.5,89.73,0.87,2,134.0,0.2,0.02629,-0.02629,0.33,-0.3,0.28,6.3067875,3.17,0.085,13.4,0.18,FALSE POSITIVE
0.088,0.001,-0.04079,-109.0,109.0,89.88,0.5,1,220.0,0.76,0.0131,-0.0131,0.44,-0.29,0.53,5.8378625,1.72,0.78,10.8,0.43,FALSE POSITIVE
0.168,0.006,-13.64228,-83.4,83.4,89.9,16.8,1,180.5,0.08,0.006158,-0.006158,0.083,-39.2,0.082,5.852564,78.77,0.08,7.0,0.083,FALSE POSITIVE
0.266,0.112,-0.37332,-3.7,3.7,89.21,0.15,1,9.63,0.44,0.0001005,-0.0001005,0.44,-0.05,0.45,3.1951354,0.67,0.47,7.7,0.44,CANDIDATE
0.103,0.649,-4.79391,-10.3,10.3,89.95,0.33,1,319.8,2.8,0.021,-0.021,0.42,-0.25,2.2,5.177823,1.96,2.5,8.5,0.34,FALSE POSITIVE
0.692,0.352,-0.11971,-18.3,18.3,89.77,0.9,1,58.3,0.31,0.01898,-0.01898,0.072,-0.56,0.26,6.0178876,2.96,0.36,12.2,0.16,CANDIDATE
0.0,0.0,-0.00718,-0.774,0.774,73.19,0.25,1,2.17,0.41,8.822e-06,-8.822e-06,0.7,-0.38,0.69,5.7485137,1.18,0.43,20.3,0.69,FALSE POSITIVE
0.975,0.589,-0.04472,-26.1,26.1,89.13,0.43,1,54.0,0.59,0.01866,-0.01866,1.0,-0.14,1.0,5.3126163,1.7,1.1,11.6,1.2,CANDIDATE
0.087,0.278,-0.23349,-83.3,83.3,89.78,0.75,1,174.3,3.1,0.01903,-0.01903,1.7,-0.38,2.4,4.5922475,2.35,3.4,9.1,2.1,FALSE POSITIVE
0.0,0.0,-0.05318,-0.779,0.779,73.02,0.0,1,1.564,1.0,1.45e-05,-1.45e-05,0.91,0.0,1.3,3.464341,0.18,0.82,9.3,0.93,FALSE POSITIVE
0.0,0.236,-0.18475,-0.676,0.676,67.08,0.26,1,1.917,0.84,5.682e-06,-5.682e-06,0.63,-0.09,0.89,6.6566963,0.84,0.96,25.1,0.69,FALSE POSITIVE
0.05,0.635,-2.90556,-137.0,137.0,89.93,0.58,1,314.0,0.37,0.01131,-0.01131,1.0,-0.2,0.38,8.478822,2.22,0.39,8.4,0.92,FALSE POSITIVE
0.021,0.038,-2.90074,-148.0,148.0,89.96,0.17,1,308.0,2.6,0.02819,-0.02819,0.87,-0.13,2.5,6.2427464,1.64,2.7,10.0,0.82,FALSE POSITIVE
0.217,0.102,-3.48012,-181.0,181.0,89.99,0.45,1,509.0,0.3,0.01691,-0.01691,1.4,-0.44,1.0,6.8848777,2.43,0.35,10.2,1.3,FALSE POSITIVE
0.381,0.509,-0.28161,-44.0,44.0,89.94,0.45,1,233.8,0.27,0.02197,-0.02197,0.19,-0.67,0.24,5.54864,1.69,0.27,15.1,0.19,CANDIDATE
0.08,0.971,-0.0037,-44.1,44.1,89.61,0.96,1,107.9,0.78,0.00775,-0.00775,0.73,-2.41,0.75,5.9395604,5.75,0.78,16.4,0.73,FALSE POSITIVE
0.224,0.002,-1.26853,-92.2,92.2,89.71,8.2,1,186.3,0.92,0.002818,-0.002818,0.85,-26.25,0.9,5.464759,250.2,0.71,8.4,0.66,CANDIDATE
0.043,0.486,-0.29499,-50.3,50.3,89.83,1.15,1,132.7,,0.01661,-0.01661,,-0.38,,5.4372683,3.64,,13.7,,FALSE POSITIVE
0.079,0.0,-0.00035,-7.6,7.6,85.78,8.78,1,15.84,0.6,0.02412,-0.02412,1.7,-16.3,1.0,6.682193,47.48,0.54,19.1,1.4,FALSE POSITIVE
0.129,0.0,-0.00135,-13.5,13.5,87.45,9.23,1,27.8,0.83,0.0205,-0.0205,0.88,-3.09,0.84,5.125671,29.24,0.67,20.5,0.61,FALSE POSITIVE
0.0,0.0,-0.57383,-1.7,1.7,85.09,10.46,1,4.46,0.068,1.798e-05,-1.798e-05,0.067,-19.41,0.067,5.9466558,79.51,0.067,8.9,0.067,FALSE POSITIVE
0.01,0.879,-1.10785,-68.4,68.4,89.76,0.07,1,172.4,3.4,0.005932,-0.005932,0.95,-0.09,3.4,6.382781,0.96,3.4,10.8,1.0,FALSE POSITIVE
0.0,0.364,-0.00317,-14.7,14.7,88.17,47.57,1,30.3,0.08,0.02778,-0.02778,0.1,-25.6,0.1,11.398235,76.66,0.1,16.5,0.067,FALSE POSITIVE
0.0,0.84,-0.25128,-56.7,56.7,89.53,1.36,1,113.8,0.14,0.01269,-0.01269,0.12,-0.91,0.12,13.195917,5.02,0.14,15.3,0.12,CANDIDATE
0.083,0.099,-8e-05,-5.2,5.2,83.16,7.17,1,10.47,0.64,0.01671,-0.01671,0.11,-6.43,0.64,4.0747476,42.55,0.6,28.2,0.36,FALSE POSITIVE
0.075,0.061,-0.10933,-74.6,74.6,89.86,0.41,1,215.4,2.5,0.009458,-0.009458,1.8,-2.47,2.2,7.195658,4.48,2.5,15.3,1.8,FALSE POSITIVE
0.0,0.0,-2.55702,-3.0,3.0,86.47,0.24,1,8.68,0.78,1.686e-05,-1.686e-05,1.5,-0.08,1.5,3.4203615,0.78,0.72,10.4,1.2,FALSE POSITIVE
0.804,0.145,0.0,,,88.78,1.18,1,57.831232,0.51,,,1.2,-1.05,1.1,7.6351233,9.66,1.2,5.9,0.48,CANDIDATE
0.0,0.383,-0.13931,-0.665,0.665,82.72,0.06,1,1.982,1.0,1.56e-05,-1.56e-05,1.2,-0.05,1.5,4.032557,0.63,0.94,9.2,1.4,FALSE POSITIVE
0.0,0.0,-0.04569,-0.862,0.862,81.67,0.21,1,1.785,0.88,2.659e-05,-2.659e-05,0.68,-0.07,0.86,3.0728662,0.64,0.83,10.5,0.63,FALSE POSITIVE
0.0,0.0,-0.40532,-1.1,1.1,83.89,0.14,1,2.73,0.97,1.202e-05,-1.202e-05,0.64,-0.06,0.96,4.4824533,0.48,0.99,8.4,0.62,FALSE POSITIVE
1.0,0.001,,,,,,1,,0.068,,,0.068,,0.068,34.105667,,0.068,,0.068,CANDIDATE
0.223,0.755,-0.18499,-23.8,23.8,89.93,0.31,1,149.8,,0.01173,-0.01173,,-0.29,,6.132782,2.33,,15.8,,CANDIDATE
0.0,0.0,-0.21371,-16.6,16.6,89.88,0.08,1,105.9,2.2,0.006632,-0.006632,1.5,-0.16,1.5,7.422201,1.91,2.3,12.9,1.5,FALSE POSITIVE
0.108,0.121,-33.40731,-101.0,101.0,89.86,3.13,1,222.0,0.31,0.001091,-0.001091,0.26,-0.52,0.23,4.4401097,15.03,0.31,7.7,0.29,FALSE POSITIVE
0.102,0.064,-0.29274,-68.0,68.0,89.5,10.56,1,138.2,0.5,0.007263,-0.007263,0.78,-21.13,0.58,4.5417347,55.75,0.53,8.6,0.85,FALSE POSITIVE
0.048,0.001,-0.63533,-92.5,92.5,89.87,0.04,1,194.0,3.2,0.134,-0.134,2.5,-0.07,3.2,9.358625,0.47,3.2,9.2,2.5,FALSE POSITIVE
0.253,0.134,-1.36751,-95.5,95.5,90.0,0.55,1,204.6,3.8,0.008229,-0.008229,1.7,-0.55,3.5,5.2174573,2.13,3.8,9.2,1.8,FALSE POSITIVE
0.0,0.0,-0.00029,-0.0153,0.0153,26.09,1.07,1,1.0695,0.55,2.348e-06,-2.348e-06,1.0,-0.42,0.61,24.299774,3.45,0.5,75.3,0.9,CANDIDATE
0.0,0.009,-0.4168,-29.4,29.4,89.69,0.0,1,72.8,1.6,0.03739,-0.03739,1.9,0.0,1.8,9.840959,2.05,1.6,9.5,1.9,FALSE POSITIVE
0.163,0.067,-0.41529,-72.4,72.4,89.87,0.81,1,159.8,0.46,0.05731,-0.05731,1.6,-0.29,0.85,4.86254,2.48,0.38,12.1,1.6,FALSE POSITIVE
0.092,0.328,-0.32235,-24.4,24.4,89.76,0.39,1,125.7,0.14,0.01811,-0.01811,0.11,-0.31,0.12,5.7457824,1.35,0.14,13.4,0.11,CANDIDATE
0.112,0.302,-2.99515,-212.0,212.0,89.93,0.51,1,428.0,0.37,0.03286,-0.03286,0.53,-0.27,0.46,6.0327725,2.24,0.37,8.5,0.53,FALSE POSITIVE
0.522,0.02,-5.38063,-55.0,55.0,89.73,0.48,1,114.3,0.55,0.001938,-0.001938,1.1,-0.23,1.1,3.9829998,2.2,0.67,8.1,0.87,CANDIDATE
0.027,0.0,-0.12529,-44.9,44.9,89.85,0.81,1,136.6,1.9,0.02212,-0.02212,2.6,-0.28,2.2,6.4094787,2.55,1.5,12.9,2.9,FALSE POSITIVE
0.0,0.088,-16.78927,-125.0,125.0,89.99,2.88,1,369.0,0.22,0.005017,-0.005017,0.11,-25.96,0.21,8.93681,71.66,0.26,9.5,0.13,FALSE POSITIVE
0.989,0.608,0.0,,,89.9,0.17,1,120.69486,0.7,,,0.93,-0.12,0.71,4.8710995,0.42,0.76,5.7,0.93,CANDIDATE
0.0,0.001,,,,,,1,,0.067,,,0.067,,0.067,7.62834,,0.067,,0.067,FALSE POSITIVE
0.0,0.025,-0.08389,-0.00766,0.00766,87.54,0.2,1,1.96225,0.57,1.467e-05,-1.467e-05,0.45,-0.06,0.5,3.220278,0.79,0.79,12.6,0.6,FALSE POSITIVE
0.0,0.001,-0.11012,-0.5,0.5,82.53,0.22,1,2.133,0.93,1.11e-05,-1.11e-05,0.93,-0.07,0.93,3.2587774,0.64,0.93,9.9,0.93,FALSE POSITIVE
0.0,0.089,-0.19557,-1.2,1.2,87.7,0.18,1,2.4,0.91,1.436e-05,-1.436e-05,1.1,-0.11,1.0,3.397076,0.63,0.9,7.3,1.1,FALSE POSITIVE
0.0,0.0,-0.06264,-1.0,1.0,85.33,0.19,1,2.04,0.87,1.477e-05,-1.477e-05,1.0,-0.06,0.96,3.3397977,0.63,0.86,11.6,1.0,FALSE POSITIVE
0.0,0.65,-0.07555,-0.287,0.287,76.06,0.19,1,1.664,0.69,1.656e-05,-1.656e-05,0.61,-0.06,0.67,4.6923723,0.7,0.7,10.3,0.61,FALSE POSITIVE
0.133,0.333,-0.00945,-50.9,50.9,89.53,0.29,1,102.9,0.29,0.004021,-0.004021,0.27,-0.16,0.27,8.620699,3.13,0.29,25.7,0.27,FALSE POSITIVE
0.001,0.0,-0.04694,-44.1,44.1,89.23,6.72,1,88.5,0.081,0.1137,-0.1137,0.12,-7.39,0.11,10.358602,33.2,0.067,6.3,0.11,FALSE POSITIVE
0.0,0.05,-1.21047,-84.8,84.8,89.82,2.74,1,211.0,2.8,0.0111,-0.0111,0.082,-26.06,2.6,12.140797,68.39,3.2,11.9,0.086,FALSE POSITIVE
0.0,0.0,-0.01534,-10.9,10.9,87.02,6.43,1,22.0,0.069,0.000512,-0.000512,0.074,-11.03,0.073,6.4216037,34.52,0.068,22.1,0.083,FALSE POSITIVE
0.731,0.365,0.0,,,90.0,0.76,1,204.33549,0.71,,,0.81,-0.26,0.81,6.2168636,2.21,0.71,0.9,0.81,CANDIDATE
0.002,0.005,-1.09249,-104.0,104.0,90.0,0.59,1,263.0,0.38,0.04297,-0.04297,1.1,-0.19,1.1,7.4851556,1.89,0.45,11.1,1.3,FALSE POSITIVE
0.012,0.001,-0.14153,-7.4,7.4,89.96,0.1,1,57.2,0.21,0.00338,-0.00338,0.14,-0.25,0.2,7.790064,2.05,0.23,15.9,0.16,FALSE POSITIVE
0.0,0.0,-0.01237,-25.0,25.0,88.95,0.94,1,50.3,0.34,0.02426,-0.02426,0.42,-0.31,0.4,6.4963613,2.88,0.34,14.4,0.42,FALSE POSITIVE
0.223,0.033,-0.28807,-62.4,62.4,89.72,0.55,1,129.4,0.37,0.03497,-0.03497,0.9,-0.45,0.61,7.0367465,1.9,0.37,10.1,1.0,FALSE POSITIVE
0.015,0.621,-0.42352,-133.0,133.0,89.8,6.46,1,270.0,0.48,0.005443,-0.005443,0.34,-5.28,0.48,7.4309497,14.33,0.4,10.1,0.5,FALSE POSITIVE
0.096,0.026,-1.15725,-36.8,36.8,90.0,0.46,1,263.7,0.85,0.02776,-0.02776,1.9,-0.15,1.8,5.3882704,1.48,0.78,9.0,2.3,FALSE POSITIVE
0.001,0.592,-0.03294,-46.3,46.3,89.23,2.0,1,93.7,0.22,0.02102,-0.02102,0.13,-2.23,0.21,8.550335,25.19,0.18,15.9,0.12,FALSE POSITIVE
0.0,0.816,-2.02127,-139.0,139.0,89.94,0.49,1,286.0,0.31,0.03977,-0.03977,0.23,-0.5,0.24,6.5944796,1.64,0.31,7.2,0.23,FALSE POSITIVE
0.492,0.004,-0.31141,-75.2,75.2,89.76,0.95,1,164.0,0.31,0.004211,-0.004211,0.26,-0.59,0.31,7.338282,3.31,0.31,11.2,0.26,CANDIDATE
0.0,0.0,-0.07973,-0.832,0.832,80.72,0.14,1,1.935,0.86,1.429e-05,-1.429e-05,0.7,-0.05,0.87,3.3865256,0.61,0.85,10.5,0.7,FALSE POSITIVE
0.0,0.124,-0.22646,-1.4,1.4,89.91,0.09,1,2.88,0.85,1.207e-05,-1.207e-05,0.63,-0.04,0.71,4.2303095,0.43,0.84,8.4,0.63,FALSE POSITIVE
0.0,0.246,-0.14244,-0.413,0.413,82.41,0.02,1,2.25,0.79,1.333e-05,-1.333e-05,0.96,-0.02,1.1,3.2390294,0.4,0.73,9.5,0.9,FALSE POSITIVE
0.0,0.921,-0.35498,-0.995,0.995,80.88,0.13,1,2.608,0.67,1.262e-05,-1.262e-05,0.83,-0.04,0.87,3.1863334,0.41,0.63,7.9,0.87,FALSE POSITIVE
0.0,0.159,-0.03376,-0.812,0.812,82.8,0.17,1,1.675,0.85,1.344e-05,-1.344e-05,1.0,-0.07,1.0,3.3167045,0.57,0.83,10.8,1.0,FALSE POSITIVE
0.0,0.07,-0.11097,-0.691,0.691,74.71,0.19,1,1.915,0.63,1.745e-05,-1.745e-05,0.72,-0.06,0.71,3.5266862,0.66,0.66,8.4,0.63,FALSE POSITIVE
0.0,0.106,-0.16603,-0.951,0.951,75.43,0.17,1,2.121,0.5,2.051e-05,-2.051e-05,1.1,-0.08,0.73,3.6911924,0.59,0.46,8.2,0.99,FALSE POSITIVE
0.027,0.006,-0.03827,-63.4,63.4,89.74,0.48,1,132.6,0.82,0.01167,-0.01167,0.68,-0.19,0.75,8.6571865,2.01,0.87,11.9,0.73,FALSE POSITIVE
0.001,0.191,-0.35926,-14.7,14.7,89.99,0.69,1,186.4,,0.01792,-0.01792,,-0.3,,7.190926,2.74,,12.2,,FALSE POSITIVE
0.04,0.44,-0.51364,-101.0,101.0,89.82,0.59,1,216.0,0.33,0.03124,-0.03124,0.23,-0.73,0.25,6.13488,2.61,0.33,12.4,0.23,FALSE POSITIVE
0.011,0.365,-0.00048,-6.7,6.7,84.65,23.58,1,13.71,0.9,0.01217,-0.01217,1.7,-28.8,1.9,7.068997,84.37,0.98,15.1,1.8,FALSE POSITIVE
0.0,0.0,-0.13231,-1.3,1.3,86.04,0.15,1,2.8,0.96,2.878e-05,-2.878e-05,0.7,-0.1,0.79,3.7539244,0.54,0.9,9.1,0.74,FALSE POSITIVE
0.0,0.0,-0.60099,-0.157,0.157,89.17,0.53,1,2.916,0.43,1.152e-06,-1.152e-06,1.1,-0.18,1.0,5.586859,1.65,0.35,33.7,1.0,FALSE POSITIVE
0.259,0.183,-2.17745,-76.6,76.6,89.99,0.93,1,169.0,1.4,0.01782,-0.01782,0.5,-1.13,1.1,5.9334483,2.41,1.3,8.6,0.69,FALSE POSITIVE
0.009,0.0,-0.40762,-8.6,8.6,88.86,0.21,1,19.96,0.37,0.0005978,-0.0005978,0.75,-0.07,0.73,4.5280185,0.85,0.46,9.4,0.72,FALSE POSITIVE
0.0,0.093,-0.21568,-69.0,69.0,89.71,0.76,1,146.7,0.35,0.004933,-0.004933,0.19,-13.55,0.26,6.5805106,37.37,0.39,17.4,0.19,FALSE POSITIVE
0.005,0.01,-0.18386,-85.9,85.9,89.89,0.62,1,172.2,0.5,0.03719,-0.03719,0.38,-0.21,0.41,6.538882,2.0,0.5,13.2,0.38,FALSE POSITIVE
0.008,0.149,-0.58343,-57.0,57.0,89.97,0.24,1,283.5,0.17,0.03389,-0.03389,0.16,-0.34,0.17,6.94594,1.18,0.17,10.6,0.16,FALSE POSITIVE
0.1,0.023,-0.37001,-83.4,83.4,89.9,4.27,1,200.4,0.26,0.009703,-0.009703,0.17,-2.3,0.23,6.1989965,26.93,0.24,15.1,0.15,FALSE POSITIVE
0.444,0.088,-1.6288,-170.0,170.0,89.84,0.56,1,344.0,0.34,0.006736,-0.006736,0.31,-0.33,0.32,5.451124,2.73,0.34,10.2,0.31,CANDIDATE
0.0,0.127,-0.35183,-57.0,57.0,89.97,0.44,1,251.0,0.1,0.03898,-0.03898,0.1,-0.16,0.1,5.662341,1.56,0.1,11.5,0.1,FALSE POSITIVE
0.918,0.283,-0.16312,-3.1,3.1,87.57,0.26,1,10.56,0.6,0.0001444,-0.0001444,0.71,-0.2,0.67,4.260575,0.93,0.61,9.2,0.61,CANDIDATE
0.0,0.246,-0.30233,-1.0,1.0,86.42,0.03,1,2.08,1.2,6.951e-06,-6.951e-06,0.64,-0.02,0.37,7.4485526,0.39,2.0,8.5,1.1,FALSE POSITIVE
0.0,0.0,-0.00334,-0.0315,0.0315,64.32,28.12,1,2.3281,0.067,1.45e-07,-1.45e-07,0.069,-14.06,0.069,420.0943,81.42,0.068,949.0,0.069,FALSE POSITIVE
0.0,0.0,-0.06109,-2.0,2.0,89.55,0.21,1,4.17,1.7,6.24e-05,-6.24e-05,1.2,-0.51,1.6,2.941246,1.18,1.7,8.1,1.2,FALSE POSITIVE
0.0,0.0,0.0,,,89.67,0.23,1,36.855169,0.068,,,0.069,-0.08,0.069,3.6250203,0.91,0.067,2.6,0.071,FALSE POSITIVE
0.371,0.001,-0.10027,-78.6,78.6,89.74,0.41,1,161.6,0.29,0.007809,-0.007809,0.4,-3.88,0.36,5.283398,13.97,0.27,11.3,0.41,CANDIDATE
0.0,0.116,-0.01127,-0.883,0.883,72.15,0.26,1,2.233,0.38,7.182e-06,-7.182e-06,0.95,-0.08,0.9,3.358377,0.83,0.38,20.7,0.96,FALSE POSITIVE
0.22,0.092,-0.42844,-10.7,10.7,89.99,1.11,1,184.0,0.33,0.01402,-0.01402,1.0,-0.56,0.44,5.8421483,8.3,0.33,16.0,0.99,FALSE POSITIVE
0.0,0.766,0.0,,,89.89,0.96,1,427.796479,0.84,,,0.94,-1.78,0.89,7.734873,5.34,0.79,11.6,0.72,FALSE POSITIVE
0.015,0.29,-27.478,-7.8,7.8,90.0,0.64,1,444.39,0.71,0.004225,-0.004225,1.5,-0.63,1.2,4.3766294,2.8,0.71,9.2,1.5,FALSE POSITIVE
0.114,0.068,-0.01622,-8.1,8.1,87.44,1.17,1,17.93,0.79,0.002898,-0.002898,0.64,-6.64,0.79,10.509959,25.09,0.71,13.1,0.62,FALSE POSITIVE
0.281,0.188,-3.35913,-77.7,77.7,89.93,0.73,1,224.3,0.29,0.002497,-0.002497,0.39,-4.12,0.47,3.80906,15.72,0.42,10.2,0.34,FALSE POSITIVE
0.005,,-10.52439,-144.0,144.0,89.97,0.78,1,588.0,0.73,0.01152,-0.01152,1.2,-0.2,1.3,8.326171,2.52,2.1,9.5,2.4,FALSE POSITIVE
0.03,0.743,-0.00247,-14.9,14.9,87.58,10.7,1,30.8,,0.02512,-0.02512,,-3.57,,5.5626655,34.25,,13.0,,FALSE POSITIVE
0.208,0.33,-10.00265,-292.0,292.0,89.97,5.19,1,673.0,0.21,0.006953,-0.006953,0.11,-6.33,0.21,5.323457,8.92,0.19,13.2,0.18,FALSE POSITIVE
0.251,0.014,-0.48779,-101.0,101.0,90.0,0.57,1,230.0,0.76,0.02229,-0.02229,0.82,-1.33,0.78,5.7017007,7.67,0.74,9.6,0.7,CANDIDATE
0.175,0.743,-13.02374,-222.0,222.0,90.0,0.32,1,481.0,1.1,0.01384,-0.01384,0.53,-0.11,0.69,4.879931,1.36,0.49,6.7,0.52,CANDIDATE
0.0,,-0.02086,-0.118,0.118,71.12,15.58,1,3.052,0.074,2.49e-07,-2.49e-07,0.068,-11.68,0.073,154.00093,52.18,0.075,317.3,0.068,FALSE POSITIVE
