Model,Train Acc,Test Acc,F1 Score,AUC,Time (s)
XGBoost,0.9846318799142244,0.6976411722659042,0.667038511763528,0.8127917971308581,1.3562910556793213
Random Forest,0.8509649749821301,0.6947819871336669,0.6526514590705029,0.8149434813946301,0.49755334854125977
SVM,0.6056111508220158,0.6025732666190136,0.4597009964214248,0.733087060797755,5.207874298095703
