toi,toipfx,st_tmag,st_dist,st_disterr1,st_disterr2,st_pmdecerr2,st_pmdecerr1,tfopwg_disp
130.01,130,7.4371,57.5846,0.0945,-0.0945,-0.042,0.042,CP
1300.01,1300,9.823,321.376,2.4895,-2.4895,-0.042,0.042,KP
1301.01,1301,10.5216,90.8693,0.18925,-0.18925,-0.045,0.045,CP
1301.02,1301,10.5216,90.8693,0.18925,-0.18925,-0.045,0.045,PC
1302.01,1302,10.6724,339.455,2.765,-2.765,-0.048,0.048,PC
1303.01,1303,9.87278,387.708,3.995,-3.995,-0.04,0.04,FP
1304.01,1304,9.76577,156.338,0.539,-0.539,-0.041,0.041,FP
1305.01,1305,10.3018,875.061,74.2245,-74.2245,-0.171,0.171,FP
1306.01,1306,10.0194,364.477,3.2885,-3.2885,-0.054,0.054,FP
1307.01,1307,10.7967,,,,-4.1,4.1,APC
1308.01,1308,10.6168,543.011,7.554,-7.554,-0.047,0.047,FP
1309.01,1309,10.6229,686.879,13.8835,-13.8835,-0.053,0.053,FP
131.01,131,9.8567,,,,-1.785,1.785,APC
1310.01,1310,10.5742,247.975,4.665,-4.665,-0.128,0.128,FP
1311.01,1311,10.5819,556.813,8.3835,-8.3835,-0.046,0.046,APC
1312.01,1312,10.1098,316.176,2.1845,-2.1845,-0.044,0.044,FP
1313.01,1313,9.6996,303.313,,,-1.3,1.3,FP
1314.01,1314,9.90482,285.36,2.3665,-2.3665,-0.047,0.047,FP
1315.01,1315,9.14819,453.744,6.4355,-6.4355,-0.052,0.052,FP
1316.01,1316,10.3332,434.962,5.073,-5.073,-0.044,0.044,FP
1317.01,1317,10.2918,697.116,12.704,-12.704,-0.037,0.037,FP
1318.01,1318,10.151,343.728,,,-1.7,1.7,PC
1319.01,1319,9.3213,73.6326,0.1672,-0.1672,-0.047,0.047,FP
132.01,132,10.8061,163.678,0.987,-0.987,-0.054,0.054,CP
1320.01,1320,10.334,340.289,,,-1.6,1.6,PC
1321.01,1321,10.0849,1139.32,36.615,-36.615,-0.049,0.049,FP
1322.01,1322,10.0819,713.725,18.6495,-18.6495,-0.066,0.066,APC
1323.01,1323,8.26618,301.421,3.148,-3.148,-0.053,0.053,FP
1324.01,1324,10.1894,339.736,3.9305,-3.9305,-0.05,0.05,FP
1325.01,1325,9.9809,52.4946,0.0719,-0.0719,-0.047,0.047,FP
1326.01,1326,8.6746,285.587,,,-1.7,1.7,FP
1327.01,1327,8.38189,457.792,7.786,-7.786,-0.061,0.061,APC
1328.01,1328,10.3599,397.905,4.9305,-4.9305,-0.044,0.044,FP
1329.01,1329,10.2835,398.627,4.673,-4.673,-0.047,0.047,FP
133.01,133,9.9762,48.6326,0.06345,-0.06345,-0.044,0.044,PC
1330.01,1330,9.521,,,,,,FP
1331.01,1331,9.08409,402.661,4.927,-4.927,-0.046,0.046,FP
1332.01,1332,10.8823,645.841,12.841,-12.841,-0.047,0.047,FP
1333.01,1333,9.03527,200.492,1.195,-1.195,-0.046,0.046,CP
1334.01,1334,9.5526,1276.26,57.545,-57.545,-0.066,0.066,FP
1335.01,1335,10.4806,624.639,21.972,-21.972,-0.098,0.098,FP
1336.01,1336,10.2115,524.29,8.182,-8.182,-0.049,0.049,FP
1337.01,1337,9.8787,427.678,11.068,-11.068,-0.097,0.097,KP
1338.01,1338,11.4881,399.017,3.1375,-3.1375,-0.041,0.041,CP
1339.01,1339,8.2929,53.6089,0.0732,-0.0732,-0.047,0.047,CP
1339.02,1339,8.2929,53.6089,0.0732,-0.0732,-0.047,0.047,CP
1339.03,1339,8.2929,53.6089,0.0732,-0.0732,-0.047,0.047,CP
134.01,134,9.22978,25.1496,0.0239,-0.0239,-0.115,0.115,CP
1340.01,1340,10.8037,208.687,1.072,-1.072,-0.062,0.062,FP
1341.01,1341,9.53591,236.568,1.558,-1.558,-0.065,0.065,FP
1342.01,1342,10.4243,,,,-2.2,2.2,FP
1343.01,1343,10.0062,400.034,10.639,-10.639,-0.135,0.135,FP
1344.01,1344,8.88797,121.182,0.27,-0.27,-0.041,0.041,FP
1345.01,1345,10.8049,788.93,11.542,-11.542,-0.035,0.035,PC
1346.01,1346,10.7261,115.45,0.322,-0.322,-0.043,0.043,CP
1346.02,1346,10.7261,115.45,0.322,-0.322,-0.043,0.043,CP
1347.01,1347,10.7157,147.476,1.0425,-1.0425,-0.078,0.078,CP
1347.02,1347,10.7157,147.476,1.0425,-1.0425,-0.078,0.078,CP
1348.01,1348,10.6666,101.713,0.5015,-0.5015,-0.093,0.093,FP
1349.01,1349,9.34822,130.242,1.246,-1.246,-0.131,0.131,APC
135.01,135,9.2205,196.852,0.774,-0.774,-0.031,0.031,CP
1350.01,1350,10.3589,598.635,7.655,-7.655,-0.041,0.041,PC
1351.01,1351,10.3267,125.308,16.6305,-16.6305,-1.441,1.441,APC
1352.01,1352,10.4209,315.0431,,,-1.483,1.483,APC
1353.01,1353,10.1503,464.209,8.1325,-8.1325,-0.055,0.055,FP
1354.01,1354,8.78822,245.776,2.9185,-2.9185,-0.073,0.073,FP
1355.01,1355,8.65269,248.148,1.6655,-1.6655,-0.056,0.056,PC
1356.01,1356,8.9468,4772.59,1787.66,-1787.66,-0.164,0.164,PC
1357.01,1357,10.2193,254.401,2.292,-2.292,-0.066,0.066,FP
1358.01,1358,8.63701,356.681,5.825,-5.825,-0.087,0.087,FP
1359.01,1359,10.2732,335.203,3.774,-3.774,-0.049,0.049,FP
136.01,136,11.9238,14.8846,0.0113,-0.0113,-0.086,0.086,CP
1360.01,1360,10.0146,533.615,8.445,-8.445,-0.053,0.053,FP
1361.01,1361,10.2202,339.994,3.1195,-3.1195,-0.045,0.045,PC
1362.01,1362,9.7736,975.533,39.1355,-39.1355,-0.063,0.063,PC
1363.01,1363,10.3843,615.12,10.067,-10.067,-0.046,0.046,FP
1364.01,1364,9.2118,595.288,12.256,-12.256,-0.072,0.072,PC
1365.01,1365,10.4849,244.318,1.586,-1.586,-0.045,0.045,FP
1366.01,1366,8.48216,118.59,0.437,-0.437,-0.047,0.047,FP
1367.01,1367,9.24102,195.858,1.1855,-1.1855,-0.038,0.038,FP
1368.01,1368,9.1384,158.181,0.7595,-0.7595,-0.051,0.051,FP
1369.01,1369,10.4216,516.299,21.2785,-21.2785,-0.099,0.099,FP
137.01,137,10.702,88.8838,0.19925,-0.19925,-0.041,0.041,FA
1370.01,1370,9.25068,275.493,2.3225,-2.3225,-0.045,0.045,FP
1371.01,1371,9.948,302.295,3.712,-3.712,-0.07,0.07,APC
1372.01,1372,10.3126,244.043,3.7655,-3.7655,-0.085,0.085,FP
1373.01,1373,9.995771,275.358,3.5905,-3.5905,-0.049,0.049,KP
1374.01,1374,9.8261,1013.56,29.319,-29.319,-0.051,0.051,FP
1375.01,1375,10.4568,365.168,3.815,-3.815,-0.042,0.042,FP
1376.01,1376,10.2566,240.012,1.8065,-1.8065,-0.054,0.054,FP
1377.01,1377,10.1441,4984.88,921.355,-921.355,-0.057,0.057,FP
1378.01,1378,9.624,547.399,9.159,-9.159,-0.047,0.047,FP
1379.01,1379,10.3842,366.242,4.5155,-4.5155,-0.051,0.051,APC
138.01,138,9.5739,128.488,,,-1.9,1.9,APC
1380.01,1380,9.32845,305.674,2.7495,-2.7495,-0.047,0.047,FP
1381.01,1381,10.379,737.108,18.431,-18.431,-0.053,0.053,PC
1382.01,1382,9.62426,285.666,2.732,-2.732,-0.056,0.056,FA
1383.01,1383,9.5621,178.003,0.896,-0.896,-0.039,0.039,FP
1384.01,1384,10.0009,235.218,1.7195,-1.7195,-0.048,0.048,FP
1385.01,1385,8.437,324.346,,,-1.3,1.3,FP
1386.01,1386,10.0618,146.858,0.6835,-0.6835,-0.044,0.044,CP
1387.01,1387,8.95861,239.688,2.551,-2.551,-0.061,0.061,FP
1388.01,1388,9.76031,158.979,0.971,-0.971,-0.044,0.044,KP
1389.01,1389,9.957501,,,,-1.9,1.9,PC
139.01,139,9.3636,42.4061,0.0763,-0.0763,-0.08,0.08,CP
1390.01,1390,10.3093,523.373,12.7995,-12.7995,-0.063,0.063,FP
1391.01,1391,10.4602,115.746,0.4265,-0.4265,-0.048,0.048,FP
1392.01,1392,10.399,594.193,10.8995,-10.8995,-0.049,0.049,FP
1393.01,1393,10.1993,248.79,2.1445,-2.1445,-0.049,0.049,FP
1394.01,1394,9.44275,195.022,1.5465,-1.5465,-0.071,0.071,FP
1395.01,1395,10.1277,279.953,6.32,-6.32,-0.09,0.09,FP
1396.01,1396,10.3217,102.931,1.5595,-1.5595,-0.32,0.32,FP
1397.01,1397,10.1799,194.993,1.2205,-1.2205,-0.053,0.053,FP
1398.01,1398,8.6291,648.398,19.9495,-19.9495,-0.066,0.066,APC
1399.01,1399,10.2107,252.396,3.0125,-3.0125,-0.07,0.07,FP
140.01,140,9.7828,337.105,5.7035,-5.7035,-0.075,0.075,APC
1400.01,1400,10.938,370.791,5.6625,-5.6625,-0.073,0.073,FP
1401.01,1401,10.9828,383.166,,,-2.1,2.1,FP
1402.01,1402,10.5896,576.745,8.5765,-8.5765,-0.046,0.046,FP
1403.01,1403,10.7387,482.603,9.0575,-9.0575,-0.054,0.054,FP
1404.01,1404,10.9425,247.074,1.2355,-1.2355,-0.037,0.037,PC
1404.02,1404,10.9425,247.074,1.2355,-1.2355,-0.037,0.037,PC
1405.01,1405,8.4239,,,,-1.5,1.5,FP
1406.01,1406,11.4266,414.23,5.0325,-5.0325,-0.066,0.066,CP
1407.01,1407,7.7275,80.8994,0.4704,-0.4704,-0.093,0.093,KP
1408.01,1408,8.82374,139.484,0.4175,-0.4175,-0.045,0.045,CP
1408.02,1408,8.82374,139.484,0.4175,-0.4175,-0.045,0.045,KP
1409.01,1409,8.3764,83.2324,,,-1.1,1.1,APC
141.01,141,7.384,48.0883,0.0989,-0.0989,-0.064,0.064,CP
1410.01,1410,10.1917,72.7512,0.1604,-0.1604,-0.043,0.043,CP
1411.01,1411,9.1043,32.4778,0.0225,-0.0225,-0.048,0.048,CP
1412.01,1412,11.0997,81.0643,0.3566,-0.3566,-0.102,0.102,APC
1413.01,1413,10.1188,115.417,1.1235,-1.1235,-0.112,0.112,PC
1414.01,1414,11.029,460.951,7.9325,-7.9325,-0.044,0.044,APC
1415.01,1415,8.39816,112.152,0.3305,-0.3305,-0.039,0.039,PC
1416.01,1416,9.0739,55.0135,0.07735,-0.07735,-0.037,0.037,CP
1417.01,1417,8.51017,151.528,1.042,-1.042,-0.068,0.068,CP
1418.01,1418,6.76754,161.067,0.8595,-0.8595,-0.077,0.077,FA
1419.01,1419,10.7164,134.554,0.4785,-0.4785,-0.038,0.038,KP
142.01,142,14.7109,320.237,4.469,-4.469,-0.059,0.059,PC
1420.01,1420,11.2287,201.918,0.9145,-0.9145,-0.044,0.044,CP
1421.01,1421,10.5998,74.2281,7.3284,-7.3284,-2.297,2.297,APC
1422.01,1422,10.1308,155.141,0.66,-0.66,-0.031,0.031,CP
1423.01,1423,10.9243,112.383,0.459,-0.459,-0.045,0.045,FP
1424.01,1424,10.5152,86.8203,0.2944,-0.2944,-0.051,0.051,PC
1425.01,1425,9.25755,153.904,3.6525,-3.6525,-0.28,0.28,APC
1426.01,1426,9.76952,129.284,1.5525,-1.5525,-0.139,0.139,FP
1427.01,1427,10.0526,72.6157,7.92175,-7.92175,-2.02,2.02,FP
1428.01,1428,10.8475,504.976,6.2375,-6.2375,-0.046,0.046,FP
1429.01,1429,11.6459,435.255,4.5665,-4.5665,-0.04,0.04,FP
143.01,143,9.77486,298.109,6.691,-6.691,-0.105,0.105,KP
1430.01,1430,8.3879,41.1706,0.0414,-0.0414,-0.047,0.047,CP
1431.01,1431,7.79824,148.925,1.027,-1.027,-0.064,0.064,CP
1432.01,1432,9.4653,95.1757,0.39625,-0.39625,-0.071,0.071,PC
1433.01,1433,12.4647,67.9631,0.1825,-0.1825,-0.066,0.066,APC
1434.01,1434,8.0621,37.7873,0.03945,-0.03945,-0.044,0.044,PC
1435.01,1435,9.9802,92.8659,0.19045,-0.19045,-0.038,0.038,PC
1436.01,1436,11.0906,131.601,0.4555,-0.4555,-0.042,0.042,PC
1437.01,1437,8.69378,103.297,0.183,-0.183,-0.038,0.038,CP
1438.01,1438,10.3237,110.513,0.25,-0.25,-0.04,0.04,CP
1438.02,1438,10.3237,110.513,0.25,-0.25,-0.04,0.04,CP
1439.01,1439,9.98671,230.306,2.3345,-2.3345,-0.079,0.079,CP
144.01,144,5.1054,18.2702,0.0226,-0.0226,-0.136,0.136,CP
1440.01,1440,9.80972,237.152,2.6445,-2.6445,-0.084,0.084,PC
1440.02,1440,9.80972,237.152,2.6445,-2.6445,-0.084,0.084,PC
1441.01,1441,9.48477,141.133,0.7425,-0.7425,-0.069,0.069,PC
1442.01,1442,12.4934,41.1659,0.06165,-0.06165,-0.066,0.066,CP
1443.01,1443,9.9377,85.8034,0.2054,-0.2054,-0.056,0.056,CP
1444.01,1444,10.1522,125.463,0.336,-0.336,-0.034,0.034,CP
1445.01,1445,10.6074,215.246,1.077,-1.077,-0.059,0.059,PC
1445.02,1445,10.6074,215.246,1.077,-1.077,-0.059,0.059,PC
1446.01,1446,10.7502,133.863,0.4375,-0.4375,-0.052,0.052,PC
1446.02,1446,10.7502,133.863,0.4375,-0.4375,-0.052,0.052,PC
1447.01,1447,8.1033,309.2709,,,-0.043,0.043,FA
1448.01,1448,13.1717,73.3345,0.17285,-0.17285,-0.065,0.065,CP
1449.01,1449,10.745,56.3228,0.0867,-0.0867,-0.044,0.044,FA
1449.02,1449,10.745,56.3228,0.0867,-0.0867,-0.044,0.044,PC
145.01,145,11.6789,438.421,8.695,-8.695,-0.063,0.063,PC
1450.01,1450,10.0306,22.4467,0.01315,-0.01315,-0.055,0.055,CP
1451.01,1451,8.9989,91.9362,0.21725,-0.21725,-0.035,0.035,CP
1452.01,1452,12.295,30.5212,0.0391,-0.0391,-0.086,0.086,CP
1453.01,1453,10.1426,78.7415,0.11935,-0.11935,-0.039,0.039,CP
1453.02,1453,10.1426,78.7415,0.11935,-0.11935,-0.039,0.039,CP
1454.01,1454,11.1612,289.372,2.668,-2.668,-0.051,0.051,PC
1455.01,1455,10.1543,245.692,1.151,-1.151,-0.04,0.04,APC
1456.01,1456,8.0417,80.6665,0.19125,-0.19125,-0.04,0.04,CP
1457.01,1457,7.1145,41.2482,,,-1.1,1.1,APC
1458.01,1458,10.374,226.637,4.388,-4.388,-0.149,0.149,KP
1459.01,1459,10.1583,101.358,0.417,-0.417,-0.07,0.07,FA
146.01,146,10.7124,739.632,639.884,-639.884,-1.636,1.636,FP
1460.01,1460,9.9176,150.102,,,-1.8,1.8,FP
1461.01,1461,11.3805,359.959,15.2915,-15.2915,-0.195,0.195,APC
1462.01,1462,5.8961,27.0498,0.0215,-0.0215,-0.059,0.059,CP
1463.01,1463,12.0401,367.658,7.922,-7.922,-0.1,0.1,KP
1464.01,1464,10.8597,151.654,0.5295,-0.5295,-0.051,0.051,PC
1465.01,1465,11.8478,185.615,0.801,-0.801,-0.041,0.041,KP
1466.01,1466,11.0278,86.5783,0.1684,-0.1684,-0.042,0.042,PC
1467.01,1467,10.5977,37.4418,0.05465,-0.05465,-0.055,0.055,CP
1468.01,1468,10.8858,24.7399,0.0468,-0.0468,-0.103,0.103,CP
1468.02,1468,10.8858,24.7399,0.0468,-0.0468,-0.103,0.103,CP
1469.01,1469,4.6278,6.53127,0.003845,-0.003845,-0.123,0.123,KP
1469.02,1469,4.6278,6.53127,0.003845,-0.003845,-0.123,0.123,KP
147.01,147,11.8999,820.079,16.5695,-16.5695,-0.054,0.054,FP
1470.01,1470,11.4752,51.9503,0.0745,-0.0745,-0.043,0.043,CP
1471.01,1471,8.5725,67.5478,0.15625,-0.15625,-0.06,0.06,CP
1471.02,1471,8.5725,67.5478,0.15625,-0.15625,-0.06,0.06,CP
1472.01,1472,10.5508,121.84,1.317,-1.317,-0.092,0.092,CP
1473.01,1473,8.297,67.6203,0.20465,-0.20465,-0.064,0.064,CP
1474.01,1474,14.1431,83.8106,0.3077,-0.3077,-0.061,0.061,FP
1475.01,1475,8.77994,294.237,3.405,-3.405,-0.047,0.047,PC
1476.01,1476,10.2242,268.43,3.023,-3.023,-0.042,0.042,KP
1477.01,1477,10.6496,370.284,7.7775,-7.7775,-0.046,0.046,KP
1478.01,1478,10.2042,152.892,0.91,-0.91,-0.046,0.046,CP
1479.01,1479,10.364,531.96,7.076,-7.076,-0.044,0.044,FP
148.01,148,11.7835,395.257,9.729,-9.729,-0.072,0.072,CP
1480.01,1480,8.7514,893.093,285.67,-285.67,-0.44,0.44,FP
1481.01,1481,10.3209,1026.12,56.009,-56.009,-0.092,0.092,FP
1482.01,1482,10.0687,318.277,2.953,-2.953,-0.041,0.041,PC
1483.01,1483,10.4935,209.69,1.336,-1.336,-0.055,0.055,FP
1484.01,1484,10.2108,368.134,5.24,-5.24,-0.065,0.065,FP
1485.01,1485,8.8052,386.266,4.2045,-4.2045,-0.052,0.052,FA
1486.01,1486,9.9592,44.3531,0.0525,-0.0525,-0.051,0.051,FP
1487.01,1487,5.28906,110.923,0.4225,-0.4225,-0.081,0.081,FA
1488.01,1488,8.07023,160.832,0.574,-0.574,-0.048,0.048,FA
1489.01,1489,8.2285,411.532,4.479,-4.479,-0.048,0.048,FA
149.01,149,10.8727,380.81,9.2885,-9.2885,-0.195,0.195,PC
1490.01,1490,8.39511,247.112,2.886,-2.886,-0.075,0.075,APC
1491.01,1491,10.3996,204.881,1.587,-1.587,-0.058,0.058,PC
1492.01,1492,9.76119,163.083,1.187,-1.187,-0.025,0.025,FP
1493.01,1493,9.7116,371.414,6.1705,-6.1705,-0.074,0.074,CP
1494.01,1494,10.3002,278.514,3.347,-3.347,-0.068,0.068,CP
1495.01,1495,8.706101,1610.79,205.365,-205.365,-0.121,0.121,FP
1496.01,1496,10.0478,78.3164,0.1766,-0.1766,-0.045,0.045,FP
1497.01,1497,9.95717,405.174,4.5835,-4.5835,-0.043,0.043,FP
1498.01,1498,9.6788,265.402,2.8785,-2.8785,-0.071,0.071,FP
1499.01,1499,7.8165,2509.86,350.175,-350.175,-0.09,0.09,FP
150.01,150,10.9031,336.267,1.916,-1.916,-0.033,0.033,CP
1500.01,1500,10.1871,89.156,,,-2.0,2.0,FP
1501.01,1501,10.4089,351.079,3.241,-3.241,-0.047,0.047,FP
1502.01,1502,10.4824,387.982,4.5045,-4.5045,-0.045,0.045,FP
1503.01,1503,10.2347,289.116,4.3655,-4.3655,-0.067,0.067,FP
1504.01,1504,9.98645,231.273,2.5675,-2.5675,-0.061,0.061,FP
1505.01,1505,9.27116,236.734,1.4865,-1.4865,-0.05,0.05,FP
1506.01,1506,9.8115,705.851,19.4175,-19.4175,-0.061,0.061,FP
1507.01,1507,8.41718,195.542,1.4165,-1.4165,-0.053,0.053,FP
1508.01,1508,10.471,852.233,25.219,-25.219,-0.049,0.049,FP
1509.01,1509,9.42218,431.14,4.9715,-4.9715,-0.035,0.035,FP
151.01,151,11.0264,137.504,0.4555,-0.4555,-0.06,0.06,FP
1510.01,1510,10.1975,500.543,7.8005,-7.8005,-0.048,0.048,FP
1511.01,1511,10.381,544.233,7.681,-7.681,-0.044,0.044,FP
1512.01,1512,10.262,,,,,,FP
1513.01,1513,10.2866,275.906,2.0795,-2.0795,-0.039,0.039,FP
1514.01,1514,7.5586,242.006,1.9745,-1.9745,-0.055,0.055,FP
1515.01,1515,10.4433,337.288,3.4055,-3.4055,-0.048,0.048,FP
1516.01,1516,10.377,247.054,1.361,-1.361,-0.041,0.041,CP
1517.01,1517,9.599,184.762,,,-2.3,2.3,FP
1518.01,1518,8.75127,225.888,1.678,-1.678,-0.053,0.053,CP
1519.01,1519,10.1914,294.851,,,-2.7,2.7,FP
152.01,152,11.3569,376.849,4.5095,-4.5095,-0.047,0.047,FP
1520.01,1520,9.68805,196.55,1.0125,-1.0125,-0.035,0.035,FP
1521.01,1521,9.78876,317.752,2.623,-2.623,-0.042,0.042,FP
1522.01,1522,9.39575,303.976,9.687,-9.687,-0.21,0.21,FP
1523.01,1523,10.3197,305.758,1.911,-1.911,-0.039,0.039,FP
1524.01,1524,9.1325,792.79,17.6605,-17.6605,-0.048,0.048,FP
1525.01,1525,10.3202,799.447,25.305,-25.305,-0.077,0.077,FP
1526.01,1526,9.693811,320.06,2.6215,-2.6215,-0.05,0.05,FP
1527.01,1527,9.6968,482.203,10.767,-10.767,-0.058,0.058,PC
1528.01,1528,9.716,392.878,,,-3.1,3.1,APC
1529.01,1529,10.4049,969.594,30.5625,-30.5625,-0.037,0.037,FP
153.01,153,11.7349,436.225,,,-2.933,2.933,APC
1530.01,1530,9.9475,257.461,,,-3.4,3.4,FP
1531.01,1531,8.3593,,,,-1.1,1.1,APC
1532.01,1532,10.1786,259.563,2.074,-2.074,-0.035,0.035,PC
1533.01,1533,10.1128,100.051,0.2983,-0.2983,-0.047,0.047,PC
1533.02,1533,10.1128,100.051,0.2983,-0.2983,-0.047,0.047,PC
1534.01,1534,9.867621,241.204,1.829,-1.829,-0.037,0.037,FP
1535.01,1535,10.4397,694.491,12.687,-12.687,-0.039,0.039,FP
1536.01,1536,10.3654,795.905,74.344,-74.344,-0.086,0.086,FP
1537.01,1537,10.473,165.589,1.0385,-1.0385,-0.051,0.051,PC
1538.01,1538,9.8931,160.251,0.6395,-0.6395,-0.027,0.027,PC
1539.01,1539,10.4116,530.347,8.8575,-8.8575,-0.055,0.055,FP
154.01,154,10.0704,402.734,8.073,-8.073,-0.059,0.059,FP
1540.01,1540,10.4234,2537.64,506.585,-506.585,-0.094,0.094,FP
1541.01,1541,9.7436,581.487,,,-1.5,1.5,FP
1542.01,1542,8.40348,161.65,0.792,-0.792,-0.041,0.041,FA
1543.01,1543,10.06,605.832,14.031,-14.031,-0.044,0.044,FP
1544.01,1544,10.4143,454.3057,119.268,-119.268,-1.318,1.318,PC
1545.01,1545,9.83204,355.69,5.5275,-5.5275,-0.043,0.043,FP
1546.01,1546,9.87731,210.101,5.846,-5.846,-0.083,0.083,PC
1547.01,1547,10.3973,241.296,2.4755,-2.4755,-0.039,0.039,FP
1548.01,1548,8.7282,96.5232,0.4433,-0.4433,-0.032,0.032,FA
1549.01,1549,10.3959,282.833,3.011,-3.011,-0.04,0.04,FP
155.01,155,9.0284,187.131,1.351,-1.351,-0.051,0.051,PC
1550.01,1550,10.2936,816.238,26.308,-26.308,-0.075,0.075,FP
1551.01,1551,9.967,313.229,5.0305,-5.0305,-0.076,0.076,PC
1552.01,1552,8.19,519.941,18.4675,-18.4675,-0.099,0.099,FP
1553.01,1553,10.3478,441.44,22.9885,-22.9885,-0.186,0.186,APC
1554.01,1554,11.0579,194.033,0.954,-0.954,-0.04,0.04,KP
1555.01,1555,10.1688,169.788,1.4485,-1.4485,-0.089,0.089,FP
1556.01,1556,9.79455,315.386,2.524,-2.524,-0.048,0.048,FP
1557.01,1557,10.4925,285.876,2.987,-2.987,-0.042,0.042,FP
1558.01,1558,10.485,,,,,,FP
1559.01,1559,10.3978,685.251,26.3785,-26.3785,-0.09,0.09,PC
156.01,156,10.294,234.138,1.3405,-1.3405,-0.046,0.046,FP
1560.01,1560,10.1942,560.222,22.793,-22.793,-0.139,0.139,PC
1561.01,1561,10.2948,551.666,10.336,-10.336,-0.071,0.071,FP
1562.01,1562,9.10226,184.69,1.2895,-1.2895,-0.068,0.068,FP
1563.01,1563,9.4397,51.0409,0.10865,-0.10865,-0.081,0.081,PC
1564.01,1564,10.2845,574.869,,,-1.9,1.9,APC
1565.01,1565,9.2085,328.658,,,-3.0,3.0,PC
1566.01,1566,10.5907,377.17,18.481,-18.481,-0.159,0.159,FP
1567.01,1567,10.374,86.1112,0.24515,-0.24515,-0.055,0.055,FP
1568.01,1568,9.74734,104.358,0.339,-0.339,-0.05,0.05,FP
1569.01,1569,10.424,755.795,20.5135,-20.5135,-0.069,0.069,FP
157.01,157,12.0166,355.683,2.826,-2.826,-0.05,0.05,CP
1570.01,1570,9.4883,294.123,3.143,-3.143,-0.068,0.068,FP
1571.01,1571,10.2353,317.968,4.8455,-4.8455,-0.077,0.077,FP
1572.01,1572,10.4562,505.331,16.141,-16.141,-0.091,0.091,FP
1573.01,1573,7.6353,78.0863,0.239,-0.239,-0.062,0.062,KP
1574.01,1574,10.2978,186.665,1.237,-1.237,-0.065,0.065,FP
1575.01,1575,10.3775,248.563,2.359,-2.359,-0.074,0.074,FP
1576.01,1576,9.7828,493.702,14.842,-14.842,-0.09,0.09,FP
1577.01,1577,9.60027,143.575,0.636,-0.636,-0.045,0.045,FP
1578.01,1578,10.1042,341.514,4.847,-4.847,-0.079,0.079,FP
1579.01,1579,9.7745,524.755,26.8925,-26.8925,-0.174,0.174,FP
158.01,158,11.2314,601.367,11.559,-11.559,-0.053,0.053,FP
1580.01,1580,9.17925,233.22,2.657,-2.657,-0.075,0.075,KP
1581.01,1581,9.76978,124.547,0.631,-0.631,-0.09,0.09,FP
1582.01,1582,10.0188,386.181,4.9215,-4.9215,-0.051,0.051,FP
1583.01,1583,9.5425,867.296,21.8335,-21.8335,-0.036,0.036,FP
1584.01,1584,9.27904,479.659,6.5305,-6.5305,-0.038,0.038,FP
1585.01,1585,8.9676,670.885,14.034,-14.034,-0.04,0.04,FP
1586.01,1586,10.4396,800.464,19.244,-19.244,-0.042,0.042,PC
1587.01,1587,10.2543,563.997,11.627,-11.627,-0.06,0.06,FP
1588.01,1588,8.951,742.441,16.128,-16.128,-0.05,0.05,PC
1589.01,1589,9.87542,278.829,7.176,-7.176,-0.124,0.124,FP
159.01,159,10.5132,347.593,2.519,-2.519,-0.043,0.043,PC
1590.01,1590,10.2146,749.127,37.15,-37.15,-0.118,0.118,FP
1591.01,1591,9.64805,282.1,4.316,-4.316,-0.065,0.065,FP
1592.01,1592,9.76636,170.592,1.987,-1.987,-0.078,0.078,FP
1593.01,1593,9.1222,550.183,12.998,-12.998,-0.067,0.067,FP
1594.01,1594,9.7479,831.907,38.8525,-38.8525,-0.066,0.066,FP
1595.01,1595,10.4511,295.452,3.238,-3.238,-0.063,0.063,FP
1596.01,1596,10.0888,710.919,26.476,-26.476,-0.086,0.086,FP
1597.01,1597,10.1342,226.234,3.595,-3.595,-0.082,0.082,FP
1598.01,1598,8.6344,143.239,1.33,-1.33,-0.094,0.094,PC
1599.01,1599,7.87611,121.944,0.9905,-0.9905,-0.105,0.105,KP
160.01,160,11.2901,341.854,4.498,-4.498,-0.059,0.059,FP
1600.01,1600,9.66027,252.419,10.38,-10.38,-0.215,0.215,FP
1601.01,1601,10.1035,336.608,8.1935,-8.1935,-0.09,0.09,CP
1602.01,1602,10.4375,208.771,3.0245,-3.0245,-0.076,0.076,FA
1603.01,1603,10.1868,282.096,4.751,-4.751,-0.083,0.083,KP
1604.01,1604,9.08054,380.062,7.3015,-7.3015,-0.089,0.089,FP
1605.01,1605,9.62924,159.748,1.5125,-1.5125,-0.062,0.062,CP
1606.01,1606,9.08995,143.312,1.81,-1.81,-0.081,0.081,APC
1607.01,1607,8.4107,329.591,7.032,-7.032,-0.058,0.058,FP
1608.01,1608,7.42812,100.635,0.8968,-0.8968,-0.096,0.096,FP
1609.01,1609,10.2572,165.808,0.7695,-0.7695,-0.061,0.061,FA
161.01,161,11.4964,333.651,,,-2.8,2.8,PC
1610.01,1610,10.3727,191.957,0.7715,-0.7715,-0.048,0.048,PC
1611.01,1611,7.5825,28.2938,0.0312,-0.0312,-0.07,0.07,CP
1612.01,1612,10.0521,234.149,1.1875,-1.1875,-0.054,0.054,KP
1613.01,1613,10.4641,304.76,3.193,-3.193,-0.045,0.045,FP
1614.01,1614,10.2351,423.272,4.72,-4.72,-0.044,0.044,FP
